	NIF64	NIF67	NIF72	NIF76	NIF81	NIF83	NIF84	NIF86	NIF87	NIF105	NIF106	NIF109	NIF111	NIF113	NIF115	NIF116	NIF117	NIF118	NIF120	NIF131	NIF133	NIF152	NIF155	NIF156	NIF157	NIF158	NIF199	NIF201	NIF202	NIF223	NIF231	NIF232	NIF234	NIF235	NIF258	NIF264	NIF289	NIF290	NIF293	NIF295	NIF302	NIF374	NIF383	TIF52	TIF55	TIF57	TIF58	TIF64	TIF67	TIF72	TIF76	TIF81	TIF83	TIF84	TIF86	TIF87	TIF94	TIF105	TIF106	TIF109	TIF111	TIF113	TIF115	TIF116	TIF117	TIF118	TIF120	TIF128	TIF131	TIF133	TIF152	TIF155	TIF156	TIF157	TIF158	TIF161	TIF199	TIF201	TIF202	TIF203	TIF223	TIF229	TIF231	TIF232	TIF234	TIF235	TIF258	TIF264	TIF289	TIF290	TIF293	TIF295	TIF302	TIF374	TIF383
hsalet7a000377	0	0	0	0	0	0	0.0389832991223139	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61471943362729	0	0	0.450000964896756	0	0	0	0	0	0	0	18.36643862168	0.890692900606681	0	0	8.12292880695543	0	0	0	0	0	0	0	14.2807515435676	18.8044212547163	82.2532055980399	0	2.34079728294918	0	2.78176394341998	78.5750837705639	0	0	43.4414393561602	33.1055226086051	2.34892394242731	0	0	0.10503921902916	31.7569399899462	0	17.9884627804579	0	0	0	0.0869301232318743	23.8348394099632	0	20.238072677663	16.9710038618915	83.4592470565479	98.5647583022172	1.99722933220206	0	43.3812584576	10.4904161137252	106.59529867271	0.564091068728256	0	20.5063667865631	3.2602893296105	35.8773144969123	0	38.7198108550174	196.447500288113	50.1438199647578	47.0133962649059	37.9229686701306	2.99592186884836	0	10.3891088218391	24.3019470370325	35.629491783318	24.3694198352522	15.0532177202206
hsalet7b002619	7.69008742711009	11.2511455993049	91.5824972814664	0.669891801213921	240.01820069302	305.917748443336	1525.42972223765	1.0762401247838	70.7667618124972	96.6702454760208	346.809594236254	650.31730305986	0	47.4060735366502	103.465071207113	13.8230109984044	6.10080661302514	0	0	8.01665284063706	334.531904996652	42.8730752776909	2.41663568677988	196.447500288113	16.842098475351	89.3874260779134	8.80913278478371	11.3529868496031	9.00046787751047	2.95467612716512	0.488354264481114	375.586136106835	271.912751742815	0	47.0459947644493	181.396146753052	1.33237482509202	5.00718583461598	6.77865947956895	45.3804811417426	14.2313438966064	157.914517735616	0.971980987981353	338.262631848516	658.025644784319	285.43135199429	33.9655426863934	88.8315340169979	9.44139474668961	273.42474446025	179.644380933002	85.5680317059286	201.411186010513	136.996953398608	172.804862095711	56.0250451004329	44.1701553086921	98.4282132012973	350.920398074804	426.67684206552	23.4904101765457	57.3213228858143	166.340000609429	22.9591925537073	192.404669192392	242.863184675956	59.5900684691346	9.63977851995829	89.0781690771905	44.3235029795496	250.557862501744	357.549704311653	136.617643269115	55.9086653386684	206.21421850848	88.9547660699095	354.342327309179	242.863184675956	27.9543326693342	111.662426338657	139.198514029425	150.226966820013	36.2522843294655	153.171067293532	296.522958385829	125.975554820326	276.473999317218	189.099272138568	53.9293970882017	49.0438387266491	96.1356753242194	92.0917491206925	189.624294146601	153.809414339437	108.008421904642
hsalet7c000379	0	1.14631218572838	3.8052731053272	0	14.6314414319984	31.2763445251458	197.266203739752	0	1.65519363215641	2.42166616790111	14.2214828986651	30.6751820317752	0	2.01391110011344	4.82657567888305	1.29324893188749	0.24604600550845	0	0	0	32.9681265158424	1	0	13.6990125527433	0.726482524785685	2.61715614291002	0	0.344601288243908	0	0	0	44.4773830349548	14.0548874918138	0	3.15797554680222	16.1224601665681	0	0.509798841499095	1.0245568230328	3.85571923096257	1.81503831063432	7.71678547667311	0	23.1509581739284	20.238072677663	30.7603497084404	0.345318612035964	3.39638498578736	0	1.43993131851469	1.26487954235394	1.61776269672348	3.0546349959214	9.97280955420078	3.05675304153033	5.48693315436239	0.79113730118545	0.659296807246183	4.89056111076827	9.24068627642867	0	4.04741280410771	3.09512998708478	0.194791144915125	0.433468781757343	1.85446109287093	3.97236998174814	0	2.35871318452243	2.24855784755723	5.72787496480457	5.33319470836479	2.55797116255486	0.509445598308361	3.18435239511512	6.51154548056348	10.9814754500393	15.2316465359605	0	2.63718722898473	4.68159456589836	10.2674071805032	0	3.03353509074888	29.1414346749433	5.34059321318363	6.19025997416956	10.8227858484022	1.36888381309184	0.750539548757186	0.682073917439677	2.24544284414722	3.61501090700434	7.7435762151499	7.51097397852361
hsalet7d002283	0	0.866937563514687	0	0	0.968618189226628	0.45438905822426	3.37760354969513	0	0	0	0.224377512666815	1.02030465924846	0	2.14057739685325	0	0	1.10419884716309	0	0	0	6.02933963823352	0.978741650397436	0.42073974114269	4.07556478646689	0	0.845572287377516	0	1.34723357686569	0	0.88454043533154	0	19.3330854942391	4.40151443746455	0	2.68700685144259	13.6705558542357	0	0.679243142274472	1.01325690015908	2.22221745731019	0.819604607637517	4.95539479113564	0.302918165107561	24.100647466141	24.8814731482419	71.110958633926	0.883927531063671	9.7001025524939	0.971307495541633	17.3998142536781	49.9011099271247	2.16294952696724	2.5227548176625	31.1033916154033	21.1560736822812	7.76507575815637	4.50023393875524	3.34730497073357	3.31497961795197	26.028134340228	0.499653546495226	12.5794766742453	3.7606968100365	3.51372187295345	1.17283494923188	4.68808913469806	17.8518291571994	0.383420664918273	14.7128007384265	11.5114686400866	43.5017037410156	55.9086653386684	6.59786838888065	0	32.7631008137102	11.623720396571	57.2022503908344	5.63337690764832	0	17.351638541489	7.84079532273497	28.1487704295179	0	21.2589730255442	140.069593761375	27.7035700966291	33.8480308357897	25.5278476738891	10.512253017195	3.40817638029946	26.1547305116251	22.1003911703017	22.7217177366948	16.7605780335968	15.8345065026433
hsalet7e002406	0.421031476804208	29.6713774859348	0	0	1.81503831063432	0.0833311673181999	11.1116410861209	0	0	0	0	2.36854322370726	0	4.69133979692751	0.495171435966512	0	7.96127777456066	0.515841589650679	0	1.50316147806556	21.9934191291524	2.49666109780322	10.9358996155345	38.4523535848592	0.84147948228538	1.1558867065548	0	3.14486916856133	0.778085176555419	6.40411848525042	4.94167454850772	159.454389192893	14.8356887429674	0	31.8671920990226	215.12032057172	0	2.74156560995941	11.4003009131903	28.6606614429072	10.9662624398376	20.951766769337	1.12038921419418	166.571757496567	269.847404362429	709.667781453012	1.92919636916828	86.1632044337141	5.89299074326592	106.447628591988	589.766472882871	4.92799229378302	4.25748072981344	328.101868585009	235.568038559968	74.2850505205581	21.0828792277462	5.08060393015516	10.1612078603103	214.673455216878	0.767373048000443	133.435617387664	16.0333056812741	46.2377727335528	0.489710148793463	19.7530017102966	145.411745892696	1.0882424416708	161.344434122622	143.807987588051	432.933011137288	614.811354872426	54.4552786884186	0.208771979857092	260.655411139743	83.7489965731206	584.881278386455	41.7296235282739	0.297920643643512	202.952738972233	113.535527059475	135.392123343159	0	238.195112371972	1154.45802203691	287.217531015804	200.019937324113	272.289964260655	43.5017037410156	9.02545709965209	151.16706066298	244.552431713904	301.915287618871	150.331132315348	124.241212130502
hsalet7f000382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.528875481809214	0	0	0.384218795322003	0.420448207626857	0	0	0	0	0	0	0	0.816203046150902	0.784040454075739	18.2395723630954	0	0.26498819584932	0	0.238655253534929	7.22000581969944	0	0	6.77865947956895	3.776369676601	0.058274155402302	0	0	0	2.26891096987191	0	1.04898932757495	0	0	0	0	3.51859630368974	0	2.41328783944153	0.6315636309229	7.4849879826512	5.91755003699535	0	0	2.82646728776546	0.48700213427162	9.89020208736761	0	0	1.9670041480525	0	3.72179863081206	0	2.53854177203961	20.3365070288907	6.1816843971839	2.17497678170977	3.96411825305632	0.226722582233286	0	0.741747466920561	1.01536610086943	2.85996997272338	2.09072020041033	1.06732533803996
hsalet7g002282	0	0	0	0	1.19664896323071	0	9.46760817402057	0	0	0	0.93757109645711	0	0	0.967947026893737	0	0	0	0	0	0	7.46426393229446	0.864537231307865	0	1.28164792416019	0	0	0	0	0	0	0	6.2289975284933	1.67829927421308	0	0	6.40855902071698	0	0	0	0	0	0.437392382452911	0	18.0634304768981	10.6147611247773	37.5567417050033	1.19747870461893	11.900910099476	0.301660979930191	9.38918542625082	18.6486591701529	0.244685412599359	1.03383073624796	20.6061060721572	28.6606614429072	8.06681963915676	1.82639650002398	0.361232599480881	1.99722933220206	11.4557499296091	0	6.94993748120499	0.953298545288159	0.305236628167284	0	1.81881650360147	9.60642741988167	0	8.76041976634859	4.26930135215984	17.2079102473181	16.3929091685248	3.51859630368974	0	12.5099142900575	8.16243727398766	24.7267375887356	1.73267371280018	0	7.58947452112363	4.67510899424498	17.7777396584815	0	15.0845525746918	27.2843165365746	26.172865873849	15.0115391440107	21.6755996397659	7.70609515216118	1.50838007668658	7.97232210262294	9.20233514680484	10.3316588024187	7.00313063755411	10.8528346195814
hsamiR1002222	0	0	1.56482356347302	0	0.292396916012987	0.404721108273704	1.51256799728396	0	0.594191552528466	0	0	0.274142897146973	0	0	0	0	0	0	0	0	0.0833889481048606	0	0	0	0	0.509798841499095	0	0	1.24833054890161	0	0	0.477641468191219	0	0	0	0	0	0	0	0	0	0	0	0.0344345348711441	0	0.0288556972102936	0	0	0	0	0.0865693417569328	0.239816029831316	0.345318612035964	0.0850231782753722	0.0344823043763112	0.0364736906818271	0	0	0	0.0170155783646267	0	0	0	0	0	0	0.0388215088057637	0	0.125695072549808	0.0221891774772411	0.0412060504528865	0	0	0	0	0.0510480619443764	0.0860309750994186	0	0	0	0.102663837594008	0	0	0	0	0.028261855548784	0	0.0436462041396062	0	0	0	0	0.0597051835239023	0	0
hsamiR100000437	0.784584097896751	10.3388226450999	7.19004101288824	0.647521499427212	7.19502649718201	14.3204011348476	119.262774951011	0	2.23302592396514	6.22036828706047	15.2105456196771	10.8302902324197	0.840896415253715	5.32949930036809	5.5673855673244	0	10.5707072452661	0	0	0.48700213427162	21.9325248796753	8.86425878291941	1.03168317930136	17.4844438256152	0.657015813574686	5.59446433095385	0.531079593247686	4.64603492770289	0	0	0.742261785314525	117.539348774518	32.8996424529941	0	5.39267092694823	30.1900240286515	0.671751712860648	4.3802098831743	9.32432958507647	15.8125704240117	3.06949219200177	1.31130201421565	1.62450479271247	45.8865679365065	33.8480308357897	43.4414393561602	8.86425878291941	18.075955433122	0	7.5266088601103	4.93140930185523	4.93482867923799	6.53415192888018	19.9594491506247	12.5099142900575	26.7784397658685	22.6431065652265	0.865736565519658	12.2524639767551	27.5312841795661	1.14155470712677	19.3733293432089	11.3294035057163	4.38324706579076	1.97246540898672	11.4557499296091	22.1310500641754	1.26137740883125	21.6605804648393	16.4384230300634	16.877157073089	14.4801034061265	22.8164114778262	1.28164792416019	15.4442723979481	30.085574480292	43.9563594697479	58.0409810517211	0.308213081365952	27.9156065846643	47.2748180346419	52.0923638445078	2.35055265683954	14.4000308766962	32.6723880226302	31.1897481885296	22.0392007421302	35.1146220025358	22.0392007421302	10.9586638397245	10.7182688194227	5.02108796513057	12.7197640151836	19.5622444430731	26.3366510489187
hsamiR101002253	0	0.598324481615357	0.998614666101029	0	1.4896774631227	6.61618694754612	14.4700700409774	0	0.725979139951947	0.501388217950539	1.60436233270497	1	0	0.261521234948132	2.34242036243762	0	0.201381072762188	0	0	0	1.4329616503731	0	0	0	0	0	0	0	0	0	0	0.0788907520070072	0.3506248126606	0	0	0.142694338390847	0	0	0	0	0	0	0	0.737134608645551	0.1666623346364	0.305872010282967	0.47139226795912	0.135465745855598	0.286578046432095	0	0.528142812675929	0.571965486601904	0.527045711645369	0.491410299272626	0.435879119768531	0.263340258988709	0.244346441602701	0	0.346277367027731	0.746389191648477	0	0.27758470840716	0	0.262429170905767	0	0.0874741165996998	0.535144349213312	0	0.906890328933143	0.318861097919636	1.90000076574977	0.882091365197176	0.686818116714811	0	0.317537745634697	1.02384690042844	2.40994462998957	0.667574151647954	0	0.238655253534929	0.705148980242195	0.547526235396787	0.395020655931689	0.980099415341871	0.516915368123982	1.85832134850183	0.547905883223845	0.640823962080097	0.37267759669973	0.121919432690955	0.289974913626359	0.992404374685819	0.63683873766325	0.380244688310252	0.447822835045425
